"MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","State","AU_ID","AU_NAME","Dist_to_AU_m","LongitudeMeasure","LatitudeMeasure"
"MDEQ_WQ_WQX-K01CANYC01","Canyon Creek at mouth (Lake Koocanusa)","Stream","Montana","MT76D001_010","Kootenai River",3117.05041776307,-115.284760000002,48.430540000001
"MDEQ_WQ_WQX-K01DUNNC01","Dunn Creek near mouth (Kootenai River)","Stream","Montana","MT76D001_010","Kootenai River",815.446082196231,-115.313250000002,48.384850000001
"MDEQ_WQ_WQX-K01FIVMC01","Fivemile Creek near mouth (Lake Koocanusa)","Stream","Montana","MT76D002_110","Bristow Creek",5037.56317962277,-115.210380000002,48.535860000001
"MDEQ_WQ_WQX-K01GBLRC01","Geibler Creek at mouth (Lake Koocanusa)","Stream","Montana","MT76D002_160","East Branch South Fork Big Creek",5081.15288416495,-115.294400000002,48.627420000001
"MDEQ_WQ_WQX-K01GOLDC01","Gold Creek at mouth (Lake Koocanusa)","Stream","Montana","MT76D002_150","Rexford Face Creek",13180.8082231602,-115.315380000002,48.784700000001
"MDEQ_WQ_WQX-K01JCKSC01","Jackson Creek near mouth (Lake Koocanusa)","Stream","Montana","MT76D002_120","Little Jackson Creek",1796.16994545673,-115.326930000002,48.467930000001
"MDEQ_WQ_WQX-K01MCGRC01","McGuire Creek at mouth (Lake Koocanusa)","Stream","Montana","MT76D002_160","East Branch South Fork Big Creek",11430.9044845679,-115.305590000002,48.695420000001
"MDEQ_WQ_WQX-K01PARSC01","Parsnip Creek at mouth (Lake Koocanusa)","Stream","Montana","MT76D002_160","East Branch South Fork Big Creek",7237.13535928548,-115.341770000002,48.664940000001
"MDEQ_WQ_WQX-K01PIPEC03","Pipe Creek at Timberlane Campground","Stream","Montana","MT76D002_080","Bobtail Creek",4652.83065027619,-115.524190000002,48.488950000001
"MDEQ_WQ_WQX-K01PNKHC01","Pinkham Creek at mouth (Lake Koocanusa)","Stream","Montana","MT76D002_150","Rexford Face Creek",6811.68768187598,-115.243460000002,48.828170000001
"MDEQ_WQ_WQX-K01PSNFC01","Parsnip Creek North Fork at mouth (Lake Koocanusa)","Stream","Montana","MT76D002_160","East Branch South Fork Big Creek",8229.08585779333,-115.339000000002,48.674000000001
"MDEQ_WQ_WQX-K01SHEPC01","Sheep Creek at mouth (Lake Koocanusa)","Stream","Montana","MT76D002_160","East Branch South Fork Big Creek",6791.18328802426,-115.258040000002,48.623040000001
"MDEQ_WQ_WQX-K01SLVNC01","Sullivan Creek at mouth (Lake Koocanusa)","Stream","Montana","MT76D002_150","Rexford Face Creek",1647.40089941385,-115.238230000002,48.875130000001
"MDEQ_WQ_WQX-K01SUTTC01","Sutton Creek about 1.5 miles upstream of mouth (Lake Koocanusa)","Stream","Montana","MT76D002_150","Rexford Face Creek",14261.3810872083,-115.249090000002,48.761120000001
"MDEQ_WQ_WQX-K01TENMC01","Tenmile Creek near mouth (Lake Koocanusa)","Stream","Montana","MT76D004_040","Swamp Creek",5512.25607075323,-115.206760000002,48.594970000001
"MDEQ_WQ_WQX-K01URALC01","Ural Creek near mouth (Lake Koocanusa)","Stream","Montana","MT76D002_160","East Branch South Fork Big Creek",5032.87941314355,-115.270170000002,48.601930000001
"MDEQ_WQ_WQX-K01WARLC01","Warland Creek at mouth (Lake Koocanusa)","Stream","Montana","MT76D002_100","Cripple Horse Creek",2737.66520337241,-115.255660000002,48.503100000001
"MDEQ_WQ_WQX-K02LAKEC01","Lake Creek upstream Bramlet Creek confluence","Stream","Montana","MT76C001_010","Fisher River",9070.94963875359,-115.494110000002,48.036810000001
"MDEQ_WQ_WQX-K03BASNC01","Basin Creek East Fork upstream of confluence with West Fork","Stream","Montana","MT76B002_100","East Fork Yaak River",6468.60209035901,-115.484000000002,48.875300000001
"MDEQ_WQ_WQX-K03FLTTC01","Flattail Creek near mouth","Stream","Montana","MT76B002_010","Seventeen Mile Creek",104.914880388,-115.714200000002,48.624300000001
"MDEQ_WQ_WQX-K03GRIZC01","Grizzly Creek near mouth","Stream","Montana","MT76B001_010","Yaak River",4425.30929443525,-115.818800000002,48.746400000001
"MDEQ_WQ_WQX-K03SMOTC01","Smoot Creek near mouth","Stream","Montana","MT76B002_080","South Fork Yaak River",278.192041416901,-115.643600000002,48.720300000001
"MDEQ_WQ_WQX-M01ELKC01","Elk Spring Creek 1/4 mile west of Elk Lake Road","Stream","Montana","MT41A004_110","Red Rock Creek",2821.04531278213,-111.663610000002,44.6444440000014
"MDEQ_WQ_WQX-M05BEAVC01","Beaver Creek at mouth","Stream","Montana","MT41H001_021","Gallatin River",41.6750722617636,-111.249870000002,45.2262110000014
"MDEQ_WQ_WQX-M05BOZMC07","Bozeman Creek near trailhead (Forest Service)","Stream","Montana","MT41H003_132","Hyalite Creek",4191.08832957536,-111.026600000002,45.5918000000014
"MDEQ_WQ_WQX-M05BUCKC02","Buck Creek near mouth","Stream","Montana","MT41H001_021","Gallatin River",24.1925493795064,-111.241594000002,45.1684950000014
"MDEQ_WQ_WQX-M05MTHBC02","Mathew Bird Creek, East of E College St., near mouth","Stream","Montana","MT41H003_040","Sourdough Creek (Bozeman Creek)",219.181088739505,-111.034357000002,45.6712570000014
"MDEQ_WQ_WQX-M05PRTLC02","Portal Creek 50 m above mouth","Stream","Montana","MT41H001_021","Gallatin River",31.8069109867717,-111.186854000002,45.3181920000014
"MDEQ_WQ_WQX-M05SPRGC01","Spring Creek (Farmer's Canal) at inlet to wetland","Stream","Montana","MT41H003_021","Mandeville Creek",118.890922875187,-111.055338000002,45.7004630000014
"MDEQ_WQ_WQX-M05SPRGC15","Spring Creek (Farmer's Canal) u/s confluence with Mandeville Cr","Stream","Montana","MT41H003_021","Mandeville Creek",27.8252346771144,-111.055382000002,45.7030820000013
"MDEQ_WQ_WQX-M05SWANC01","Swan Creek at mouth","Stream","Montana","MT41H001_021","Gallatin River",91.2706310096384,-111.174078000002,45.3719230000014
"MDEQ_WQ_WQX-M09DEEPC70","Deep Creek 1.2 mi u/s of Deep Creek picnic area","Stream","Montana","MT41I002_070","Deep Creek",5506.67329751079,-111.171440000002,46.3346500000013
"MDEQ_WQ_WQX-M09LHLNW02","Lake Helena at midpoint West","Stream","Montana","MT41I006_020","Prickly Pear Creek",1210.53348752636,-111.939650000002,46.6949000000013
"MDEQ_WQ_WQX-M09MISSR07","Missouri River below Canyon Ferry Dam","Stream","Montana","MT41I002_150","Cave Gulch",2692.34042872897,-111.735800000002,46.6545000000013
"MDEQ_WQ_WQX-M10BBCHC01","Big Birch Creek at mouth","Stream","Montana","MT41J001_010","Smith River",103.378969304142,-111.054350000002,46.5883200000013
"MDEQ_WQ_WQX-M10FORMC01","Fourmile Creek just past USFS and private land boundary","Stream","Montana","MT41J002_011","North Fork Smith River",5297.53224172381,-110.748800000002,46.5620000000013
"MDEQ_WQ_WQX-M10SHEPC12","Sheep Creek at the mouth","Stream","Montana","MT41J001_010","Smith River",21.1464809830361,-111.182970000002,46.8041900000013
"MDEQ_WQ_WQX-M10SMRSF03","Smith River South Fork at Slaughter House Ln crossing, u/s Cooks Creek","Stream","Montana","MT41J002_011","North Fork Smith River",421.593942352201,-110.972320000002,46.5240100000013
"MDEQ_WQ_WQX-M10TNDFC02","Tenderfoot Creek at mouth","Stream","Montana","MT41J001_010","Smith River",24.4638618481207,-111.294364000002,46.9417480000013
"MDEQ_WQ_WQX-M10WHTDC01","Whitetail Deer Creek near mouth","Stream","Montana","MT41J001_010","Smith River",113.878378112905,-111.166240000002,46.7516600000013
"MDEQ_WQ_WQX-M12LNPNC01","Lone Pine Creek near mouth","Stream","Montana","MT41Q003_010","Dearborn River",7378.08658785105,-112.494900000002,47.2133000000012
"MDEQ_WQ_WQX-M12WHTMR01","Whitmore Ravine at footpath bridge above mouth","Stream","Montana","MT41Q001_013","Missouri River",184.134945424042,-111.184943000002,47.5388930000012
"MDEQ_WQ_WQX-M13BGCUC60","Big Coulee d/s Hwy 408 bridge","Stream","Montana","MT41K001_010","Sun River",6822.32988062952,-112.068165000002,47.5790160000012
"MDEQ_WQ_WQX-M13ELKC05","Elk Creek on the Scherrer property","Stream","Montana","MT41K001_010","Sun River",2806.44291637023,-112.336864000002,47.5113670000012
"MDEQ_WQ_WQX-M15SUMTC03","Summit Creek at Summit Creek Trailhead","Stream","Montana","MT41M002_030","South Fork Two Medicine River",1934.30221274458,-113.330030000002,48.3350800000011
"MDEQ_WQ_WQX-M22WMSPC40","Warm Spring Creek off Hwy 81","Stream","Montana","MT41S001_010","Judith River",6682.15754031263,-109.557080000002,47.2329300000013
"MDEQ_WQ_WQX-M24SELKW10","Selkirk Wetland inlet","Stream","Montana","MT40A001_010","Musselshell River",618.073395081237,-110.228535000002,46.4749450000013
"MDEQ_WQ_WQX-M31HARTC01","Hart Creek","Stream","Montana","MT40D001_010","Big Dry Creek",26991.4899686698,-106.965600000002,47.5670000000014
"MDEQ_WQ_WQX-M31SNAPC01","Snap Creek","Stream","Montana","MT40E003_010","Timber Creek",5886.69437465837,-106.292300000002,47.5566000000015
"MDEQ_WQ_WQX-M38WDYIC01","Woody Island Coulee","Stream","Montana","MT40J005_010","Black Coulee",19034.0887777438,-108.380700000002,48.9225000000013
"MDEQ_WQ_WQX-M42LCTWC03","Little Cottonwood Creek off Hwy 191","Stream","Montana","MT40J001_013","Milk River",490.701447629905,-107.746680000002,48.5748600000014
"MDEQ_WQ_WQX-M43BITRC01","Bitter Creek just downstream of Chisolm Creek confluence","Stream","Montana","MT40N001_010","Eagle Creek",5139.08800484601,-106.902500000002,48.6488890000014
"MDEQ_WQ_WQX-M43ROCKC05","Rock Creek","Stream","Montana","MT40N001_010","Eagle Creek",2541.26954003834,-106.998040000002,48.5861300000014
"MDEQ_WQ_WQX-M43ROCKC06","Rock Creek","Stream","Montana","MT40N001_010","Eagle Creek",9288.12096224441,-107.032500000002,48.6541600000014
"MDEQ_WQ_WQX-M43ROCKC07","Rock Creek at USGS gage near International Boundary","Stream","Montana","MT40L001_010","Frenchman Creek",32433.0301726979,-106.838900000002,48.9694000000014
"MDEQ_WQ_WQX-M43WILOC02","Willow Creek about 3/4 mile downstream Eagles Nest Coulee","Stream","Montana","MT40N001_010","Eagle Creek",832.860829422803,-106.972810000002,48.5795400000014
"MDEQ_WQ_WQX-M49MISSR03","Missouri River at Fort Peck dredge cuts","Stream","Montana","MT40S001_011","Missouri River",1286.79271569002,-106.444660000002,48.0278000000014
"MDEQ_WQ_WQX-M50PNTWC02","Plentywood Creek west of Plentywood","Stream","Montana","MT40R001_020","Big Muddy Creek",347.121746757493,-104.659920000002,48.7842400000015
"MDEQ_WQ_WQX-REFRC1","Rock Creek","Stream","Montana","MT40L001_010","Frenchman Creek",25012.4951823913,-106.896667000002,48.8758330000014
"MDEQ_WQ_WQX-S01SWTCC01","Swiftcurrent Creek","Stream","Montana","MT40T002_010","Divide Creek",17023.9603276652,-113.656700000002,48.7995000000011
"MDEQ_WQ_WQX-S02BELYR01","Belly River","Stream","Montana","MT40T002_010","Divide Creek",30208.5909890004,-113.682600000002,48.9690000000011
"MDEQ_WQ_WQX-Y01GARDR01","Gardner River just above mouth","Stream","Montana","MT43B001_010","Yellowstone River",82.2859527357328,-110.699722000002,45.0308330000014
"MDEQ_WQ_WQX-Y01YELSR03","Yellowstone River at Bear Creek confluence","Stream","Montana","MT43B002_021","Bear Creek",31.672498625671,-110.665420000002,45.0310300000014
"MDEQ_WQ_WQX-Y03BLDWR40","West Boulder River at W Boulder Campground","Stream","Montana","MT43B004_133","Boulder River",7400.20726706119,-110.309020000002,45.5480900000014
"MDEQ_WQ_WQX-Y03DAVSC01","Davis Creek","Stream","Montana","MT43B004_133","Boulder River",11409.9233753998,-110.368500000002,45.5305000000014
"MDEQ_WQ_WQX-Y03FORMC01","Fourmile Creek","Stream","Montana","MT43B004_133","Boulder River",966.709618499391,-110.244300000002,45.3409000000014
"MDEQ_WQ_WQX-Y03MTRKC01","Meatrack Creek","Stream","Montana","MT43B004_133","Boulder River",3857.79147772897,-110.288800000002,45.3180000000014
"MDEQ_WQ_WQX-Y03PINEC02","Pine Creek","Stream","Montana","MT41H003_081","Bear Creek",8213.84140544563,-110.785900000002,45.5076000000014
"MDEQ_WQ_WQX-Y03SPECC01","Speculator Creek","Stream","Montana","MT43B004_133","Boulder River",3936.62784223162,-110.251400000002,45.3932000000014
"MDEQ_WQ_WQX-Y03YELSR10","Yellowstone River at McConnell access","Stream","Montana","MT43B001_010","Yellowstone River",538.458029466466,-110.753611000002,45.0572220000014
"MDEQ_WQ_WQX-Y05BLWNF02","Bluewater Creek North Fork u/s of hatchery","Stream","Montana","MT43D002_032","Bluewater Creek",626.107319708761,-108.781966000002,45.3127300000015
"MDEQ_WQ_WQX-Y05DHRNW01","DH Ranch irrigation ditch wetland inlet","Stream","Montana","MT43D001_011","Clarks Fork Yellowstone River",466.660851871069,-108.825063000002,45.5084290000015
"MDEQ_WQ_WQX-Y05DHRNW07","DH Ranch wetland cell","Stream","Montana","MT43D001_011","Clarks Fork Yellowstone River",218.76575960469,-108.827288000002,45.5107370000014
"MDEQ_WQ_WQX-Y05DRYNF55","Dry Creek North Fork, at N Fk Dry Cr Rd crossing","Stream","Montana","MT43D002_190","Dry Creek",5119.3401696676,-109.077750000002,45.2348900000014
"MDEQ_WQ_WQX-Y05DRYSF50","Dry Creek South Fork, at John's Lane crossing","Stream","Montana","MT43D002_190","Dry Creek",4895.27115423306,-109.081850000002,45.2109800000015
"MDEQ_WQ_WQX-Y05LKFKC50","Lake Fork Creek","Stream","Montana","MT43D002_132","Rock Creek",5105.15656663189,-109.470048000002,45.0812780000014
"MDEQ_WQ_WQX-Y05LKFRC01","Lake Fork Rock Creek","Stream","Montana","MT43D002_132","Rock Creek",1830.10678168526,-109.411600000002,45.0788000000015
"MDEQ_WQ_WQX-Y05RDLEC02","East Red Lodge Creek near mouth","Stream","Montana","MT43D002_080","West Red Lodge Creek",484.909899723568,-109.313475000002,45.3218410000014
"MDEQ_WQ_WQX-Y05ROCWF01","Rock Creek West Fork","Stream","Montana","MT43D002_070","Willow Creek",3251.92302221215,-109.340800000002,45.1503000000015
"MDEQ_WQ_WQX-Y06FDLTD01","Feedlot Ditch immediately south of Canyon Cr, near mouth","Stream","Montana","MT43F002_021","Canyon Creek",88.9491193899682,-108.599480000002,45.7163200000014
"MDEQ_WQ_WQX-Y06VANDD05","Vandenberg Drain Ditch 0.5 mile upstream confluence with Yellowstone R","Stream","Montana","MT43F001_012","Yellowstone River",534.719929232208,-108.839960000002,45.6170900000015
"MDEQ_WQ_WQX-Y06VANDD25","Vandenberg Drain Ditch in North-South running segment","Stream","Montana","MT43F001_012","Yellowstone River",876.4634859561,-108.848240000002,45.6213400000015
"MDEQ_WQ_WQX-Y06VANDD50","Vandenberg Drain Ditch upstream Trewin School Rd crossing","Stream","Montana","MT43F001_012","Yellowstone River",1055.29155324564,-108.864200000002,45.6230700000014
"MDEQ_WQ_WQX-Y06VANDD90","Vandenberg Drain Ditch downstream WWTP lagoon","Stream","Montana","MT43F001_012","Yellowstone River",1676.69091040073,-108.889720000002,45.6224900000015
"MDEQ_WQ_WQX-Y06YEGND99","Yegan Ditch near mouth","Stream","Montana","MT43F001_010","Yellowstone River",92.9739872946807,-108.471667000002,45.7952780000015
"MDEQ_WQ_WQX-Y11BGHNR01","Bighorn River near Hardin","Stream","Montana","MT43Q002_010","Fly Creek",23891.2684244757,-107.725833000002,45.5216670000015
"MDEQ_WQ_WQX-Y11BGHNR28","Bighorn River at Arapooish fishing access site","Stream","Montana","MT43R001_010","Bighorn River",2282.14819892876,-107.565750000002,45.7565600000015
"MDEQ_WQ_WQX-Y11BGHNR56","Big Horn River at Big Horn fishing access site","Stream","Montana","MT43Q002_010","Fly Creek",31583.4328367882,-107.790360000002,45.4149200000015
"MDEQ_WQ_WQX-Y12ALKIC03","Alkali Creek","Stream","Montana","MT43F001_010","Yellowstone River",2300.17366161677,-108.496860000002,45.8054500000015
"MDEQ_WQ_WQX-Y17CRTMC04","Cartersville Main Canal at Cartersville Road crossing","Stream","Montana","MT42K001_010","Yellowstone River",1532.93595592246,-106.306340000002,46.2960200000016
"MDEQ_WQ_WQX-Y23SANDC10","Sand Creek at railroad tracks","Stream","Montana","MT42M001_012","Yellowstone River",1325.70895696882,-104.750000000002,47.0292100000016
"MDEQ_WQ_WQX-Y23USVNC02","Upper Sevenmile Creek at W Towne Street crossing","Stream","Montana","MT42M001_012","Yellowstone River",1650.03547402717,-104.763080000002,47.0954600000016
"MDEQ_WQ_WQX-Y27HAYC01","Hay Creek near mouth","Stream","Montana","MT39F002_010","Little Beaver Creek",167.245488106888,-104.334720000002,46.0637100000017
"MONT_PPL_WQX-1&2 STEP SUMP","Units 1&2 Fly Ash Evap Pond","Stream","Montana","MT42K002_110","East Fork Armells Creek",590.943060738417,-106.635562000002,45.8943130000016
"MONT_PPL_WQX-3&4 MD IT","Units 3&4 Effl Holding Pond","Stream","Montana","MT42K002_110","East Fork Armells Creek",5894.39090394366,-106.545523000002,45.8745720000016
"MONT_PPL_WQX-3&4 MDS","Units 3&4 Effl Holding Pond","Stream","Montana","MT42K002_110","East Fork Armells Creek",5813.78155883042,-106.546913000002,45.8732430000016
"MONT_PPL_WQX-3&4 SD IT","Units 3&4 Effl Holding Pond","Stream","Montana","MT42K002_110","East Fork Armells Creek",7050.25655073158,-106.532862000002,45.8663370000016
"MONT_PPL_WQX-3&4 SDS","Units 3&4 Effl Holding Pond","Stream","Montana","MT42K002_110","East Fork Armells Creek",7158.77152401637,-106.531475000002,45.8661780000016
"MONT_PPL_WQX-560A - TRENCH","Units 3&4 Effl Holding Pond","Stream","Montana","MT42K002_110","East Fork Armells Creek",7465.82834081013,-106.525771000002,45.8713390000016
"MONT_PPL_WQX-DP-3 IT","Units 3&4 Effl Holding Pond","Stream","Montana","MT42K002_110","East Fork Armells Creek",3032.28773357202,-106.581606000002,45.8804620000016
"MONT_PPL_WQX-DP-5IT","Units 3&4 Effl Holding Pond","Stream","Montana","MT42K002_110","East Fork Armells Creek",4725.76397719474,-106.560483000002,45.8758550000015
"MONT_PPL_WQX-SP-15 NORTH","Units 3&4 Effl Holding Pond","Stream","Montana","MT42K002_110","East Fork Armells Creek",4743.9645364427,-106.562314000002,45.8699560000016
"MONT_PPL_WQX-SP-15 NORTHWEST","Units 3&4 Effl Holding Pond","Stream","Montana","MT42K002_110","East Fork Armells Creek",4552.45627652332,-106.564305000002,45.8712890000016
"MONT_PPL_WQX-SP-15 SOUTH","Units 3&4 Effl Holding Pond","Stream","Montana","MT42K002_110","East Fork Armells Creek",4601.41541471756,-106.564712000002,45.8685340000015
"MT305B_SECONDARYDATA-T10SW","Transect 10 on Ben Hart Creek","Stream","Montana","MT41H003_020","East Gallatin River",96.9800702158046,-111.190014000002,45.8537150000013
"MT305B_SECONDARYDATA-T1SW","Transect 1 on Ben Hart Creek","Stream","Montana","MT41H003_090","Thompson Creek",378.720110040027,-111.166764000002,45.8286840000013
"MT305B_SECONDARYDATA-T2SW","Transect 2 on Ben Hart Creek","Stream","Montana","MT41H003_090","Thompson Creek",557.347479572362,-111.169136000002,45.8293940000013
"MT305B_SECONDARYDATA-T3SW","Transect 3 on Ben Hart Creek","Stream","Montana","MT41H003_090","Thompson Creek",624.123600028312,-111.170039000002,45.8295440000013
"MT305B_SECONDARYDATA-T4SW","Transect 4 on Ben Hart Creek","Stream","Montana","MT41H003_090","Thompson Creek",674.691743446543,-111.171180000002,45.8304800000014
"MT305B_SECONDARYDATA-T5SW","Transect 5 on Ben Hart Creek","Stream","Montana","MT41H003_020","East Gallatin River",783.141166983138,-111.173540000002,45.8348900000014
"MT305B_SECONDARYDATA-T6SW","Transect 6 on Ben Hart Creek","Stream","Montana","MT41H003_020","East Gallatin River",464.131637684315,-111.174590000002,45.8395700000014
"MT305B_SECONDARYDATA-T7SW","Transect 7 on Ben Hart Creek","Stream","Montana","MT41H003_020","East Gallatin River",440.898197757381,-111.175700000002,45.8418400000013
"MT305B_SECONDARYDATA-T8SW","Transect 8 on Ben Hart Creek","Stream","Montana","MT41H003_020","East Gallatin River",283.90746236667,-111.176330000002,45.8458800000013
"MT305B_SECONDARYDATA-T9SW","Transect 9 on Ben Hart Creek","Stream","Montana","MT41H003_020","East Gallatin River",175.12173453127,-111.184711000002,45.8530360000013
"MT305B_SECONDARYDATA-THDSW","Toohey Ditch near mouth","Stream","Montana","MT41H003_020","East Gallatin River",475.21771132952,-111.175916000002,45.8411120000013
"MT305B_SECONDARYDATA-TT1SW","Tributary Tansect 1","Stream","Montana","MT41H003_090","Thompson Creek",571.380710469825,-111.170405000002,45.8318670000014
"MT305B_SECONDARYDATA-WVDSW","Weaver Ditch near mouth","Stream","Montana","MT41H003_090","Thompson Creek",481.871375523883,-111.168350000002,45.8278740000014
"MTNWE-MM-1","Madison River upstream Hebgen Reservoir at Hwy 287 bridge","Stream","Montana","MT41F006_010","South Fork Madison River",7399.7760605195,-111.102600000002,44.7156400000014
"MTNWE-MM-6","Missouri River downstream Canyon Ferry Dam","Stream","Montana","MT41I002_150","Cave Gulch",2114.91302977456,-111.728130000002,46.6490900000013
"MTNWE-MM-B-10","Morony","Stream","Montana","MT41Q001_014","Missouri River",80.2226393676801,-111.060340000002,47.5842800000013
"MTNWE-MM-B-2","Hebgen","Stream","Montana","MT41F001_030","Madison River",46.1836320119024,-111.351050000002,44.8646800000014
"MTNWE-MM-B-3","Ennis","Stream","Montana","MT41F001_020","Madison River",18.6839154268634,-111.725110000002,45.3436800000013
"MTNWE-MM-B-5","Toston","Stream","Montana","MT41I001_012","Missouri River",27.5558374483818,-111.413510000002,46.1441900000013
"MTNWE-MM-B-8","Holter","Stream","Montana","MT41I004_030","Missouri River",67.1599136113358,-112.004980000002,46.9998900000012
"MTWTRSHD_WQX-TW-SW-01","Tramway Creek immediately downstream of Tramway Creek","Stream","Montana","MT76G004_020","Little Blackfoot River",214.201331377724,-112.420416000002,46.4676160000012
"MTVOLWQM_WQX-BAISNC","Basin Creek","Stream","Montana","MT76B002_100","East Fork Yaak River",6066.60982318107,-115.483220000002,48.878880000001
"MTVOLWQM_WQX-BCWF-78","West Branch Butcher Cr at Hwy 78","Stream","Montana","MT43C002_082","Butcher Creek",837.447194029932,-109.467198000002,45.3234320000014
"MTVOLWQM_WQX-BER","Bertha (Summit) Creek","Stream","Montana","MT76F005_020","Richmond Creek",4181.21292613913,-113.598350000002,47.3636700000012
"MTVOLWQM_WQX-BGHNR_RM52","Bighorn River at Two Leggings FAS upstream of MT-313 Bridge","Stream","Montana","MT43R001_010","Bighorn River",14727.4853007243,-107.659667000002,45.6445830000015
"MTVOLWQM_WQX-BGHNR_RM72","Bighorn River at Bighorn FAS","Stream","Montana","MT43Q002_010","Fly Creek",31464.396232887,-107.790150000002,45.4161170000015
"MTVOLWQM_WQX-BGHNR_RM75","Bighorn River at Three Rivers","Stream","Montana","MT43Q002_010","Fly Creek",34616.5435934748,-107.811483000002,45.3814500000015
"MTVOLWQM_WQX-BHRA_LBRC","Little Bighorn River at Hwy 384 Bridge, near Hardin MT","Stream","Montana","MT43R001_010","Bighorn River",4400.73757660055,-107.558400000002,45.7361830000015
"MTVOLWQM_WQX-BHRA_RM40","Bighorn River at Arapooish FAS, near Hardin MT","Stream","Montana","MT43R001_010","Bighorn River",2343.56074507039,-107.565217000002,45.7561500000015
"MTVOLWQM_WQX-BHRA_RM84LB","Bighorn River Afterbay Dam near Fort Smith, MT","Stream","Montana","WYBH100800100600_01","Porcupine Creek",37953.9490917426,-107.918600000002,45.3175830000015
"MTVOLWQM_WQX-BHRA_RM84RB","Bighorn River Afterbay Dam near Fort Smith, MT","Stream","Montana","WYBH100800100600_01","Porcupine Creek",37906.1782025125,-107.918230000002,45.3170170000015
"MTVOLWQM_WQX-BHRA_Y11BGHNR01","Bighorn River at Mallards Landing FAS","Stream","Montana","MT43Q002_010","Fly Creek",23866.644992679,-107.726783000002,45.5213670000015
"MTVOLWQM_WQX-BLI","Blind Canyon Creek","Stream","Montana","MT76F005_030","Deer Creek",8186.82189790764,-113.423300000002,47.1970500000012
"MDEQ_WQ_WQX-C04WHITC01","White Creek","Stream","Montana","MT76M002_080","Cache Creek",115.17385060881,-114.660700000002,46.7958000000011
"MTVOLWQM_WQX-PAT-HIL","Pattee Creek at Hillcrest Loop","Stream","Montana","MT76M001_030","Clark Fork River",2799.31104569478,-113.991776000002,46.8407970000012
"MTVOLWQM_WQX-BURNTC","Burnt Creek","Stream","Montana","MT76B001_010","Yaak River",366.028566093852,-115.870210000002,48.729460000001
"MTVOLWQM_WQX-BUT_BUT","Butler Creek at Butler Creek Rd","Stream","Montana","MT76M002_130","Grant Creek",2162.75334775556,-114.037170000002,46.9700650000011
"MTVOLWQM_WQX-BUT_INT","Butler Creek at Interstate Pl","Stream","Montana","MT76M002_130","Grant Creek",3332.68931693757,-114.097495000002,46.9332050000011
"MTVOLWQM_WQX-BUT_SNO","Butler Creek at Snowbowl","Stream","Montana","MT76M002_130","Grant Creek",1713.11022380903,-113.999228000002,47.0139010000011
"MTVOLWQM_WQX-OBR_TRA","O'Brien at the Trailhead","Stream","Montana","MT76M001_020","Clark Fork River",3628.1321963626,-114.168892000002,46.8521880000011
"MTVOLWQM_WQX-CED1","Cedar Creek near mouth","Stream","Montana","MT43B003_010","Yellowstone River",190.676345377564,-110.813000000002,45.1430000000014
"MTVOLWQM_WQX-CLCR","Clear Creek","Stream","Montana","MT43D002_131","Rock Creek",107.686132858306,-109.146200000002,45.3737000000014
"MTVOLWQM_WQX-CLEARWATERR_10","Clearwater River at Hwy 83 above Rainy Lake","Stream","Montana","MT76F005_020","Richmond Creek",2356.29691144513,-113.588000000002,47.3470000000011
"MTVOLWQM_WQX-CLT","Colt Creek","Stream","Montana","MT76F005_020","Richmond Creek",1374.07728455879,-113.596570000002,47.3285700000011
"MTVOLWQM_WQX-CMP","Camp Creek","Stream","Montana","MT76F005_040","West Fork Clearwater River",1823.38298279943,-113.557240000002,47.2717600000012
"MTVOLWQM_WQX-CRR","Clearwater River at Riverview Rd","Stream","Montana","MT76F005_030","Deer Creek",5639.47334234532,-113.490700000002,47.1655200000012
"MTVOLWQM_WQX-DEE_DEE","Deer Creek at Deer Creek Rd","Stream","Montana","MT76E001_010","Clark Fork River",735.32080825444,-113.882955000002,46.8564250000012
"MTVOLWQM_WQX-DEE_PAT","Deer Creek at Pattee Canyon Rd","Stream","Montana","MT76E001_010","Clark Fork River",4901.79160355671,-113.908581000002,46.8195840000011
"MTVOLWQM_WQX-DON_EMU","Donovan on East Mullan Road","Stream","Montana","MT76E001_010","Clark Fork River",598.657737954955,-113.775885000002,46.8028140000012
"MTVOLWQM_WQX-EFC","Clearwater River, East Fork","Stream","Montana","MT76F005_020","Richmond Creek",2333.25156195882,-113.587790000002,47.3468400000012
"MTVOLWQM_WQX-EIGHT-TBRD","Eight Mile Creek at Two Bumps Rd","Stream","Montana","MT41F004_130","Moore Creek",3522.34140576184,-111.806450000002,45.3141700000013
"MTVOLWQM_WQX-ELKMM_JC01","JACOBSON CREEK","Stream","Montana","MT41D003_200","Wise River",124.915047249174,-113.080060000002,45.5337410000013
"MTVOLWQM_WQX-ELKMM_PC01","UNNAMED CREEK NEAR PRIVATE CAMP","Stream","Montana","MT41B002_010","Grasshopper Creek",12.7780511681517,-113.064774000002,45.4791410000013
"MTVOLWQM_WQX-ELKMM_SLG01","ST LOUIS GULCH","Stream","Montana","MT41B002_010","Grasshopper Creek",317.622749673561,-113.064789000002,45.4826560000013
