ActivityTypeCode,ActivityMediaName,TADA.ActivityMediaName,ActivityMediaSubdivisionName,ResultSampleFractionText,TADA.ResultSampleFractionText,CharacteristicName,TADA.CharacteristicName,SubjectTaxonomicName,SampleTissueAnatomyName,MethodSpeciationName,TADA.MethodSpeciationName,TADA.ComparableDataIdentifier,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityStartDateTime,ResultMeasureValue,ResultMeasure.MeasureUnitCode,TADA.ResultMeasureValue,TADA.ResultMeasure.MeasureUnitCode,TADA.WQXResultUnitConversion,ResultValueTypeName,TADA.ResultMeasureValueDataTypes.Flag,ResultDetectionConditionText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,TADA.DetectionQuantitationLimitMeasure.MeasureValue,TADA.DetectionQuantitationLimitMeasure.MeasureUnitCode,TADA.DetectionQuantitationLimitMeasure.MeasureValueDataTypes.Flag,ResultDepthHeightMeasure.MeasureValue,TADA.ResultDepthHeightMeasure.MeasureValue,TADA.ResultDepthHeightMeasure.MeasureValueDataTypes.Flag,ResultDepthHeightMeasure.MeasureUnitCode,TADA.ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,ActivityRelativeDepthName,ActivityDepthHeightMeasure.MeasureValue,TADA.ActivityDepthHeightMeasure.MeasureValue,TADA.ActivityDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityDepthHeightMeasure.MeasureUnitCode,TADA.ActivityDepthHeightMeasure.MeasureUnitCode,ActivityTopDepthHeightMeasure.MeasureValue,TADA.ActivityTopDepthHeightMeasure.MeasureValue,TADA.ActivityTopDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityTopDepthHeightMeasure.MeasureUnitCode,TADA.ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,TADA.ActivityBottomDepthHeightMeasure.MeasureValue,TADA.ActivityBottomDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityBottomDepthHeightMeasure.MeasureUnitCode,TADA.ActivityBottomDepthHeightMeasure.MeasureUnitCode,ResultTimeBasisText,StatisticalBaseCode,ResultFileUrl,ResultAnalyticalMethod.MethodName,ResultAnalyticalMethod.MethodDescriptionText,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodUrl,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionMethod.MethodDescriptionText,SampleCollectionEquipmentName,MeasureQualifierCode,ResultStatusIdentifier,ResultCommentText,ActivityCommentText,HydrologicCondition,HydrologicEvent,DataQuality.PrecisionValue,DataQuality.BiasValue,DataQuality.ConfidenceIntervalValue,DataQuality.UpperConfidenceLimitValue,DataQuality.LowerConfidenceLimitValue,SamplingDesignTypeCode,LaboratoryName,ResultLaboratoryCommentText,ResultIdentifier,ActivityIdentifier,OrganizationIdentifier,OrganizationFormalName,ProjectName,ProjectDescriptionText,ProjectIdentifier,ProjectFileUrl,QAPPApprovedIndicator,QAPPApprovalAgencyName,CountryCode,StateCode,CountyCode,MonitoringLocationName,TADA.MonitoringLocationName,MonitoringLocationTypeName,TADA.MonitoringLocationTypeName,MonitoringLocationDescriptionText,LatitudeMeasure,TADA.LatitudeMeasure,LongitudeMeasure,TADA.LongitudeMeasure,HorizontalCoordinateReferenceSystemDatumName,HUCEightDigitCode,MonitoringLocationIdentifier,TADA.MonitoringLocationIdentifier,AquiferName,AquiferTypeName,LocalAqfrName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityConductingOrganizationText,SampleAquifer,ActivityLocation.LatitudeMeasure,ActivityLocation.LongitudeMeasure,ResultWeightBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,USGSPCode,BinaryObjectFileName,BinaryObjectFileTypeCode,AnalysisStartDate,ResultDetectionQuantitationLimitUrl,LabSamplePreparationUrl,ActivityStartTime.TimeZoneCode_offset,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,FormationTypeText,ProjectMonitoringLocationWeightingUrl,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,ProviderName,LastUpdated,TADA.Remove
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,,NITRATE_DISSOLVED_NA_NA,2/2/2021,12:45:00,MST,2/2/2021 19:45,,,,,No Result Value,Actual,NA - Not Available,Not Detected,Historical Lower Reporting Limit,0.177,mg/l asNO3,0.177,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,40,USGS parameter code 82398,Multiple verticals,,US DH-95 plastic bottle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120640030,nwisut.01.02100631,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,3,,,"Lake, Reservoir, Impoundment","LAKE, RESERVOIR, IMPOUNDMENT",,41.2208611,41.2208611,-112.7663889,-112.7663889,NAD83,16020310,USGS-10010026,USGS-10010026,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),4216.93,feet,0.1,feet,Reported method of determination.,NAVD88,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,,NITRATE_DISSOLVED_NA_NA,2/2/2021,12:40:00,MST,2/2/2021 19:40,,,,,No Result Value,Actual,NA - Not Available,Not Detected,Historical Lower Reporting Limit,0.04,mg/l as N,0.04,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-95 plastic bottle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120640057,nwisut.01.02100632,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,3,,,"Lake, Reservoir, Impoundment","LAKE, RESERVOIR, IMPOUNDMENT",,41.2208611,41.2208611,-112.7663889,-112.7663889,NAD83,16020310,USGS-10010025,USGS-10010025,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,24000,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),4216.93,feet,0.1,feet,Reported method of determination.,NAVD88,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,,NITRATE_DISSOLVED_NA_NA,2/2/2021,12:40:00,MST,2/2/2021 19:40,,,,,No Result Value,Actual,NA - Not Available,Not Detected,Historical Lower Reporting Limit,0.177,mg/l asNO3,0.177,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-95 plastic bottle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120640070,nwisut.01.02100632,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,3,,,"Lake, Reservoir, Impoundment","LAKE, RESERVOIR, IMPOUNDMENT",,41.2208611,41.2208611,-112.7663889,-112.7663889,NAD83,16020310,USGS-10010025,USGS-10010025,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,24000,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),4216.93,feet,0.1,feet,Reported method of determination.,NAVD88,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,3/11/2021,13:00:00,MST,3/11/2021 20:00,1.74,mg/l as N,1.74,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120674697,nwisut.01.02100675,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.66430556,40.66430556,-111.898861,-111.898861,NAD83,16020204,USGS-10168000,USGS-10168000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,618,,,,,,7,,1,seconds,Interpolated from Digital MAP.,4254.24,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,46,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Suspended,SUSPENDED,Nitrogen,NITROGEN,,,,,NITROGEN_SUSPENDED_NA_MG/L,3/11/2021,13:00:00,MST,3/11/2021 20:00,0.048,mg/l,0.048,MG/L,Convert,Actual,Numeric,,Long Term Method Detection Level,0.03,mg/l,0.03,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,"TPN, GF/F, combusion",,COMB7,USGS,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,"USGS-National Water Quality Lab, Denver, CO",below the reporting level but at or above the detection level,NWIS-120674732,nwisut.01.02100675,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.66430556,40.66430556,-111.898861,-111.898861,NAD83,16020204,USGS-10168000,USGS-10168000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,49570,,,5/18/2021,,,7,,1,seconds,Interpolated from Digital MAP.,4254.24,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,46,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,3/11/2021,13:00:00,MST,3/11/2021 20:00,7.68,mg/l asNO3,7.68,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120674822,nwisut.01.02100675,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.66430556,40.66430556,-111.898861,-111.898861,NAD83,16020204,USGS-10168000,USGS-10168000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,7,,1,seconds,Interpolated from Digital MAP.,4254.24,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,46,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,3/11/2021,11:00:00,MST,3/11/2021 18:00,6.23,mg/l as N,6.23,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120674877,nwisut.01.02100676,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.73355737,40.73355737,-111.9232703,-111.9232703,NAD83,16020204,USGS-10171000,USGS-10171000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,618,,,,,,7,,5,seconds,Interpolated from MAP.,4222.64,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,3438,sq mi,3183,sq mi,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Suspended,SUSPENDED,Nitrogen,NITROGEN,,,,,NITROGEN_SUSPENDED_NA_MG/L,3/11/2021,11:00:00,MST,3/11/2021 18:00,0.131,mg/l,0.131,MG/L,Convert,Actual,Numeric,,Long Term Method Detection Level,0.03,mg/l,0.03,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,"TPN, GF/F, combusion",,COMB7,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,"USGS-National Water Quality Lab, Denver, CO",,NWIS-120674912,nwisut.01.02100676,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.73355737,40.73355737,-111.9232703,-111.9232703,NAD83,16020204,USGS-10171000,USGS-10171000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,49570,,,5/18/2021,,,7,,5,seconds,Interpolated from MAP.,4222.64,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,3438,sq mi,3183,sq mi,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,3/11/2021,11:00:00,MST,3/11/2021 18:00,27.6,mg/l asNO3,27.6,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120675002,nwisut.01.02100676,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.73355737,40.73355737,-111.9232703,-111.9232703,NAD83,16020204,USGS-10171000,USGS-10171000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,7,,5,seconds,Interpolated from MAP.,4222.64,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,3438,sq mi,3183,sq mi,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,3/9/2021,14:30:00,MST,3/9/2021 21:30,5.58,mg/l as N,5.58,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,,Accepted,,,"Stable, low stage",Routine sample,,,,,,,,,NWIS-120704133,nwisut.01.02100690,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,35,,,Stream,STREAM,,40.81661107,40.81661107,-112.1007767,-112.1007767,NAD83,16020204,USGS-10172630,USGS-10172630,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,618,,,,,,7,,5,seconds,Interpolated from MAP.,4194.01,feet,0.18,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,3/9/2021,14:30:00,MST,3/9/2021 21:30,24.7,mg/l asNO3,24.7,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,,Accepted,,,"Stable, low stage",Routine sample,,,,,,,,,NWIS-120704153,nwisut.01.02100690,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,35,,,Stream,STREAM,,40.81661107,40.81661107,-112.1007767,-112.1007767,NAD83,16020204,USGS-10172630,USGS-10172630,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,7,,5,seconds,Interpolated from MAP.,4194.01,feet,0.18,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,3/9/2021,10:45:00,MST,3/9/2021 17:45,7.68,mg/l as N,7.68,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,,Accepted,,,"Stable, low stage",Routine sample,,,,,,,,,NWIS-120704182,nwisut.01.02100691,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,57,,,Stream,STREAM,,41.2782765,41.2782765,-112.0918866,-112.0918866,NAD83,16020102,USGS-10141000,USGS-10141000,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,,5,seconds,Interpolated from MAP.,4200.22,feet,0.01,feet,Level or other surveyed method.,NAVD88,,,2081,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,3/9/2021,10:45:00,MST,3/9/2021 17:45,34,mg/l asNO3,34,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,,Accepted,,,"Stable, low stage",Routine sample,,,,,,,,,NWIS-120704202,nwisut.01.02100691,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,57,,,Stream,STREAM,,41.2782765,41.2782765,-112.0918866,-112.0918866,NAD83,16020102,USGS-10141000,USGS-10141000,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,,5,seconds,Interpolated from MAP.,4200.22,feet,0.01,feet,Level or other surveyed method.,NAVD88,,,2081,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,3/18/2021,14:15:00,MDT,3/18/2021 20:15,0.035,mg/l as N,0.035,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-95 plastic bottle,,Accepted,,,"Stable, low stage",Regulated flow,,,,,,,,,NWIS-120747768,nwisut.01.02100703,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,9,,,Stream,STREAM,,40.90829296,40.90829296,-109.422914,-109.422914,NAD83,14040106,USGS-09234500,USGS-09234500,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,618,,,,,,6,24000,1,seconds,Interpolated from MAP.,5594.21,feet,0.12,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,19400,sq mi,15100,sq mi,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,3/18/2021,14:15:00,MDT,3/18/2021 20:15,0.156,mg/l asNO3,0.156,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-95 plastic bottle,,Accepted,,,"Stable, low stage",Regulated flow,,,,,,,,,NWIS-120747793,nwisut.01.02100703,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,9,,,Stream,STREAM,,40.90829296,40.90829296,-109.422914,-109.422914,NAD83,14040106,USGS-09234500,USGS-09234500,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,6,24000,1,seconds,Interpolated from MAP.,5594.21,feet,0.12,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,19400,sq mi,15100,sq mi,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,,NITRATE_DISSOLVED_NA_NA,3/26/2021,12:00:00,MDT,3/26/2021 18:00,,,,,No Result Value,Actual,NA - Not Available,Not Detected,Historical Lower Reporting Limit,0.01,mg/l as N,0.01,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120777400,nwisut.01.02100723,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.77994627,40.77994627,-111.806045,-111.806045,NAD83,16020204,USGS-10172200,USGS-10172200,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,618,,,,,,6,24000,1,seconds,Interpolated from MAP.,5403.38,feet,0.18,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,7.25,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,,NITRATE_DISSOLVED_NA_NA,3/26/2021,12:00:00,MDT,3/26/2021 18:00,,,,,No Result Value,Actual,NA - Not Available,Not Detected,Historical Lower Reporting Limit,0.044,mg/l asNO3,0.044,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120777427,nwisut.01.02100723,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.77994627,40.77994627,-111.806045,-111.806045,NAD83,16020204,USGS-10172200,USGS-10172200,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,6,24000,1,seconds,Interpolated from MAP.,5403.38,feet,0.18,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,7.25,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,3/25/2021,13:00:00,MDT,3/25/2021 19:00,1.81,mg/l as N,1.81,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120777458,nwisut.01.02100724,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.66430556,40.66430556,-111.898861,-111.898861,NAD83,16020204,USGS-10168000,USGS-10168000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,618,,,,,,6,,1,seconds,Interpolated from Digital MAP.,4254.24,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,46,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Suspended,SUSPENDED,Nitrogen,NITROGEN,,,,,NITROGEN_SUSPENDED_NA_MG/L,3/25/2021,13:00:00,MDT,3/25/2021 19:00,0.03,mg/l,0.03,MG/L,Convert,Actual,Numeric,,Long Term Method Detection Level,0.03,mg/l,0.03,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,"TPN, GF/F, combusion",,COMB7,USGS,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,"USGS-National Water Quality Lab, Denver, CO",below the reporting level but at or above the detection level,NWIS-120777493,nwisut.01.02100724,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.66430556,40.66430556,-111.898861,-111.898861,NAD83,16020204,USGS-10168000,USGS-10168000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,49570,,,6/7/2021,,,6,,1,seconds,Interpolated from Digital MAP.,4254.24,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,46,sq mi,,,NWIS,,FALSE
